ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0016462	pyrophosphatase activity	200	16	LINF_110018150,LINF_110018350,LINF_110018700,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_330027100,	8.0	3.5	4.17	9.71489222345e-06	8.86804454196e-05	0.00133094023461
GO:0051119	sugar transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0015578	mannose transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0015149	hexose transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0005355	glucose transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0015145	monosaccharide transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0005353	fructose transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0005354	galactose transmembrane transporter activity	3	3	LINF_360072800,LINF_360073200,LINF_360073600,	100.0	43.72	inf	1.16514453836e-05	8.86804454196e-05	0.00159624801755
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	206	16	LINF_110018150,LINF_110018350,LINF_110018700,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_330027100,	7.8	3.4	4.04	1.41633519578e-05	0.000102125222012	0.00194037921822
GO:0016817	hydrolase activity, acting on acid anhydrides	209	16	LINF_110018150,LINF_110018350,LINF_110018700,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_330027100,	7.7	3.35	3.97	1.70063135098e-05	0.000116493247542	0.00232986495084
GO:0032561	guanyl ribonucleotide binding	130	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	9.2	4.04	4.75	3.3840966653e-05	0.000201574453542	0.00463621243145
GO:0005525	GTP binding	130	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	9.2	4.04	4.75	3.3840966653e-05	0.000201574453542	0.00463621243145
GO:0019001	guanyl nucleotide binding	130	12	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,	9.2	4.04	4.75	3.3840966653e-05	0.000201574453542	0.00463621243145
GO:0015144	carbohydrate transmembrane transporter activity	4	3	LINF_360072800,LINF_360073200,LINF_360073600,	75.0	32.79	131.69	4.58274169354e-05	0.000258358316443	0.00627835612015
GO:0004175	endopeptidase activity	94	10	LINF_080014800,LINF_080014900,LINF_080015100,LINF_080015200,LINF_080015300,LINF_080015400,LINF_080015500,LINF_250021300,LINF_270010000,LINF_270011100,	10.6	4.65	5.49	4.7145678183e-05	0.000258358316443	0.00645895791107
GO:0055056	D-glucose transmembrane transporter activity	2	2	LINF_360072800,LINF_360073200,	100.0	43.72	inf	0.000518542766572	0.00244966755243	0.0710403590204
GO:0015591	D-ribose transmembrane transporter activity	2	2	LINF_360072800,LINF_360073200,	100.0	43.72	inf	0.000518542766572	0.00244966755243	0.0710403590204
GO:0005385	zinc ion transmembrane transporter activity	2	2	LINF_280025700,LINF_280025800,	100.0	43.72	inf	0.000518542766572	0.00244966755243	0.0710403590204
GO:0015146	pentose transmembrane transporter activity	2	2	LINF_360072800,LINF_360073200,	100.0	43.72	inf	0.000518542766572	0.00244966755243	0.0710403590204
GO:0046873	metal ion transmembrane transporter activity	20	4	LINF_280025700,LINF_280025800,LINF_310039500,LINF_310039600,	20.0	8.74	11.04	0.000946563551119	0.00432264021677	0.129679206503
GO:0030246	carbohydrate binding	12	3	LINF_350014400,LINF_350014500,LINF_360030300,	25.0	10.93	14.61	0.0022041087814	0.00974073880813	0.301962903052
GO:0046915	transition metal ion transmembrane transporter activity	4	2	LINF_280025700,LINF_280025800,	50.0	21.86	43.49	0.00301882340095	0.0129243376853	0.41357880593
GO:0042626	ATPase-coupled transmembrane transporter activity	56	5	LINF_020008000,LINF_110018150,LINF_110018350,LINF_110018700,LINF_330027100,	8.9	3.9	4.34	0.00864181858856	0.0358766408071	1.0
GO:0051287	NAD binding	21	3	LINF_340021100,LINF_340021200,LINF_340021300,	14.3	6.25	7.29	0.0114734903259	0.0462314169013	1.0
GO:0003674	molecular function	3519	91	LINF_020008000,LINF_040007600,LINF_070007100,LINF_070013900,LINF_080014700,LINF_080014800,LINF_080014900,LINF_080015000,LINF_080015100,LINF_080015200,LINF_080015300,LINF_080015400,LINF_080015500,LINF_090006400,LINF_090011900,LINF_100008900,LINF_100015600,LINF_110018150,LINF_110018350,LINF_110018700,LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_140010100,LINF_160014700,LINF_160014800,LINF_160016900,LINF_180010800,LINF_210014200,LINF_210018200,LINF_210018300,LINF_230017200,LINF_230019800,LINF_230019900,LINF_250014900,LINF_250021300,LINF_260020900,LINF_270010000,LINF_270011100,LINF_270024000,LINF_280006400,LINF_280013100,LINF_280025700,LINF_280025800,LINF_290015000,LINF_300011800,LINF_300011900,LINF_300012000,LINF_300012300,LINF_300017500,LINF_300034800,LINF_310019900,LINF_310039500,LINF_310039600,LINF_320021100,LINF_330010500,LINF_330019700,LINF_330027100,LINF_340021100,LINF_340021200,LINF_340021300,LINF_340033900,LINF_340039100,LINF_350014400,LINF_350014500,LINF_350029400,LINF_350032000,LINF_350041200,LINF_360015100,LINF_360015200,LINF_360030300,LINF_360041100,LINF_360072800,LINF_360072900,LINF_360073000,LINF_360073100,LINF_360073200,LINF_360073300,LINF_360073400,LINF_360073500,LINF_360073600,LINF_360077100,	2.6	1.13	1.74	0.0131134314156	0.0513297172554	1.0
GO:0022804	active transmembrane transporter activity	87	6	LINF_020008000,LINF_110018150,LINF_110018350,LINF_110018700,LINF_330027100,LINF_350041200,	6.9	3.02	3.29	0.0140758303137	0.0535663542493	1.0
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	25	3	LINF_250021300,LINF_270010000,LINF_270011100,	12.0	5.25	5.96	0.0185737075633	0.0685538445313	1.0
GO:0015399	primary active transmembrane transporter activity	68	5	LINF_020008000,LINF_110018150,LINF_110018350,LINF_110018700,LINF_330027100,	7.4	3.21	3.5	0.0190149349795	0.0685538445313	1.0
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	1	1	LINF_100008900,	100.0	43.72	inf	0.0228724500306	0.0764274549803	1.0
GO:0004340	glucokinase activity	1	1	LINF_360030300,	100.0	43.72	inf	0.0228724500306	0.0764274549803	1.0
GO:0003714	transcription corepressor activity	1	1	LINF_350032000,	100.0	43.72	inf	0.0228724500306	0.0764274549803	1.0
GO:0003735	structural constituent of ribosome	184	9	LINF_210018200,LINF_210018300,LINF_300011800,LINF_300011900,LINF_300012000,LINF_340033900,LINF_360015100,LINF_360015200,LINF_360041100,	4.9	2.14	2.3	0.0241427350591	0.0787513024546	1.0
GO:0008324	cation transmembrane transporter activity	73	5	LINF_100008900,LINF_280025700,LINF_280025800,LINF_310039500,LINF_310039600,	6.8	2.99	3.24	0.0250581523191	0.0798364387842	1.0
GO:0140096	catalytic activity, acting on a protein	506	18	LINF_080014700,LINF_080014800,LINF_080014900,LINF_080015000,LINF_080015100,LINF_080015200,LINF_080015300,LINF_080015400,LINF_080015500,LINF_090011900,LINF_100015600,LINF_210014200,LINF_250014900,LINF_250021300,LINF_270010000,LINF_270011100,LINF_310019900,LINF_350029400,	3.6	1.56	1.69	0.037123976068	0.115590561848	1.0
GO:0016853	isomerase activity	85	5	LINF_040007600,LINF_100015600,LINF_250014900,LINF_350014400,LINF_350014500,	5.9	2.57	2.75	0.0442103072793	0.129083561446	1.0
GO:0015101	organic cation transmembrane transporter activity	2	1	LINF_100008900,	50.0	21.86	43.1	0.0452263572948	0.129083561446	1.0
GO:0004564	beta-fructofuranosidase activity	2	1	LINF_230017200,	50.0	21.86	43.1	0.0452263572948	0.129083561446	1.0
GO:1901682	sulfur compound transmembrane transporter activity	2	1	LINF_100008900,	50.0	21.86	43.1	0.0452263572948	0.129083561446	1.0
